LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,Foundation,TotalBsmtSF,CentralAir,Electrical,GrLivArea,BedroomAbvGr,YrSold,SaleType,SaleCondition,SalePrice
8125,Somerst,Single Family,2Story,7,Poured Concrete ,813,Yes,SBrkr,1665,3,2008,Warranty Deed,Normal,205950
8125,SawyerW,Single Family,1Story,6,Poured Concrete ,1408,Yes,SBrkr,1679,3,2008,Warranty Deed,Normal,193500
8125,Gilbert,Single Family,2Story,6,Poured Concrete ,702,Yes,SBrkr,1481,3,2009,Warranty Deed,Normal,174000
8125,Somerst,Single Family,2Story,7,Poured Concrete ,770,Yes,SBrkr,1576,3,2006,New,Partial,197000
8125,CollgCr,Single Family,1Story,7,Poured Concrete ,1654,Yes,SBrkr,1654,3,2006,Warranty Deed,Normal,230000
8125,Somerst,Single Family,2Story,7,Poured Concrete ,756,Yes,SBrkr,1553,3,2006,New,Partial,186500
8123,Gilbert,Single Family,2Story,6,Poured Concrete ,982,Yes,SBrkr,1800,3,2009,Warranty Deed,Normal,179000
8121,Gilbert,Single Family,2Story,6,Poured Concrete ,953,Yes,SBrkr,1664,3,2006,Warranty Deed,Normal,172400
8120,NAmes,Single Family,1Story,4,Cinder Block,864,Yes,SBrkr,864,3,2009,Warranty Deed,Normal,124500
8100,OldTown,Single Family,2.5Unf,5,Poured Concrete ,849,No,FuseA,2138,2,2009,Warranty Deed,Normal,106000
8100,OldTown,Single Family,1Story,5,Brick and Tile,1559,Yes,SBrkr,1559,2,2007,Contract,Normal,153500
8089,Stony Brook,Single Family,1Story,8,Poured Concrete ,1419,Yes,SBrkr,1419,2,2007,New,Partial,392000
8072,CollgCr,Single Family,1Story,5,Poured Concrete ,990,Yes,SBrkr,990,3,2009,Warranty Deed,Normal,138000
8070,CollgCr,Single Family,1Story,4,Poured Concrete ,990,Yes,SBrkr,990,3,2007,Warranty Deed,Normal,123600
8064,NAmes,Single Family,1.5Fin,5,Cinder Block,672,Yes,SBrkr,924,3,2007,Warranty Deed,Normal,122900
8063,Gilbert,Single Family,2Story,6,Poured Concrete ,924,Yes,SBrkr,1690,3,2007,Warranty Deed,Force Closure,181000
8049,Timber,Single Family,1Story,7,Cinder Block,1309,Yes,SBrkr,1339,2,2006,Warranty Deed,Normal,180000
8029,Gilbert,Single Family,2Story,6,Poured Concrete ,728,Yes,SBrkr,1456,3,2008,Warranty Deed,Normal,176000
8012,SawyerW,Townhouse,1Story,6,Poured Concrete ,1575,Yes,SBrkr,1575,2,2007,Warranty Deed,Normal,179200
8012,SawyerW,Townhouse,1Story,6,Cinder Block,923,Yes,SBrkr,923,2,2010,Warranty Deed,Normal,143000
8012,SawyerW,Townhouse,1Story,6,Poured Concrete ,1604,Yes,SBrkr,1617,2,2008,Warranty Deed,Normal,193000
8004,Somerst,Single Family,2Story,8,Poured Concrete ,832,Yes,SBrkr,1935,3,2009,New,Partial,263435
8000,NAmes,Single Family,1Story,6,Cinder Block,972,Yes,SBrkr,972,2,2009,Warranty Deed,Normal,132000
8000,NAmes,Duplex,1Story,5,Cinder Block,1800,No,SBrkr,1800,6,2007,Warranty Deed,Normal,141000
8000,Gilbert,Single Family,2Story,6,Poured Concrete ,773,Yes,SBrkr,1658,3,2008,Warranty Deed,Normal,188000
7990,CollgCr,Single Family,1Story,5,Cinder Block,924,Yes,SBrkr,924,3,2008,Warranty Deed,Normal,110000
7950,Edwards,Single Family,2Story,6,Cinder Block,690,Yes,SBrkr,1426,3,2009,Warranty Deed,Normal,159500
7945,NAmes,Single Family,1Story,5,Cinder Block,1150,Yes,FuseA,1150,3,2006,Warranty Deed,Normal,141000
7943,Sawyer,Single Family,1Story,4,Cinder Block,1029,Yes,SBrkr,1029,3,2007,Warranty Deed,Normal,118500
7937,Mitchel,Single Family,SFlat,6,Cinder Block,1003,Yes,SBrkr,1003,3,2006,Warranty Deed,Normal,142500
7931,NAmes,Single Family,1Story,5,Cinder Block,1269,Yes,FuseA,1269,3,2008,Warranty Deed,Normal,155000
7931,NAmes,Single Family,1Story,5,Cinder Block,1148,Yes,SBrkr,1148,3,2009,Warranty Deed,Normal,132500
7930,NAmes,Single Family,1Story,6,Cinder Block,1026,Yes,SBrkr,1026,3,2009,Warranty Deed,Normal,156000
7922,NAmes,Single Family,1Story,5,Cinder Block,1057,Yes,SBrkr,1057,3,2010,Warranty Deed,Force Closure,109000
7920,IDOTRR,Single Family,1.5Fin,6,Cinder Block,319,Yes,FuseA,1406,3,2008,Warranty Deed,Normal,89500
7917,Edwards,Single Family,1Story,6,Cinder Block,1143,Yes,SBrkr,1113,3,2007,Warranty Deed,Normal,148000
7917,Gilbert,Single Family,2Story,6,Poured Concrete ,953,Yes,SBrkr,1647,3,2007,Warranty Deed,Normal,175000
7910,NAmes,Single Family,SFlat,5,Cinder Block,1075,Yes,SBrkr,1507,4,2008,Warranty Deed,Normal,127000
7892,SawyerW,Townhouse,1Story,6,Poured Concrete ,1199,Yes,SBrkr,1199,2,2008,Warranty Deed,Normal,153900
7892,SawyerW,Townhouse,1Story,6,Cinder Block,918,Yes,SBrkr,918,2,2010,Warranty Deed,Normal,99500
7879,IDOTRR,Single Family,1Story,4,Cinder Block,720,No,FuseA,720,2,2009,Warranty Deed,Force Closure,34900
7875,Gilbert,Single Family,1Story,7,Poured Concrete ,1237,Yes,SBrkr,1253,3,2007,Warranty Deed,Normal,176000
7875,NAmes,Single Family,1Story,5,Cinder Block,1144,Yes,SBrkr,1144,3,2008,Warranty Deed,Normal,139950
7875,Gilbert,Single Family,2Story,7,Poured Concrete ,783,Yes,SBrkr,1509,3,2006,Warranty Deed,Normal,180000
7862,Somerst,Single Family,1Story,6,Poured Concrete ,1218,Yes,SBrkr,1218,2,2009,New,Partial,208300
7861,Gilbert,Single Family,2Story,6,Poured Concrete ,783,Yes,SBrkr,1509,3,2006,Warranty Deed,Normal,183200
7851,Gilbert,Single Family,2Story,6,Poured Concrete ,860,Yes,SBrkr,1960,4,2010,Warranty Deed,Normal,216500
7844,Sawyer,Single Family,2Story,6,Cinder Block,672,Yes,SBrkr,1400,3,2006,Warranty Deed,Normal,149500
7838,NAmes,Single Family,SFoyer,5,Cinder Block,864,Yes,SBrkr,900,3,2006,Warranty Deed,Normal,123000
7837,Gilbert,Single Family,2Story,6,Poured Concrete ,799,Yes,SBrkr,1571,3,2009,Warranty Deed,Normal,178000
7820,NridgHt,Townhouse,1Story,9,Poured Concrete ,1869,Yes,SBrkr,1869,2,2007,New,Partial,318061
7819,Edwards,Single Family,SFlat,6,Cinder Block,1029,Yes,SBrkr,1117,3,2010,Warranty Deed,Force Closure,107000
7804,SWISU,Single Family,1.5Fin,4,Brick and Tile,1122,Yes,SBrkr,1981,4,2009,Warranty Deed,Normal,135000
7800,OldTown,Two Family,1.5Fin,5,Cinder Block,793,Yes,SBrkr,1118,3,2006,Warranty Deed,Normal,119900
7800,NAmes,Single Family,1Story,5,Poured Concrete ,1268,Yes,SBrkr,1268,2,2010,Warranty Deed,Normal,132000
7800,Sawyer,Single Family,1Story,5,Poured Concrete ,864,Yes,SBrkr,899,3,2009,Warranty Deed,Normal,130000
7800,Edwards,Single Family,2Story,5,Cinder Block,896,Yes,SBrkr,2008,3,2006,Warranty Deed,Normal,225000
7800,SawyerW,Single Family,1Story,5,Cinder Block,828,Yes,SBrkr,965,3,2006,Warranty Deed,Force Closure,119900
7800,NAmes,Single Family,1Story,5,Cinder Block,912,Yes,SBrkr,912,2,2006,Warranty Deed,Force Closure,115000
7795,Gilbert,Single Family,2Story,7,Poured Concrete ,716,Yes,SBrkr,1432,3,2009,Warranty Deed,Normal,188500
7763,NAmes,Single Family,1Story,5,Cinder Block,931,Yes,SBrkr,1283,3,2008,Warranty Deed,Normal,140000
7758,IDOTRR,Single Family,1.5Fin,7,Poured Concrete ,1040,Yes,FuseF,1818,4,2007,Warranty Deed,Normal,169500
7758,Sawyer,Single Family,1Story,5,Cinder Block,999,Yes,SBrkr,999,3,2007,Warranty Deed,Normal,132500
7750,Gilbert,Single Family,SFlat,7,Poured Concrete ,384,Yes,SBrkr,1430,3,2010,Warranty Deed,Normal,180000
7750,Gilbert,Single Family,2Story,7,Poured Concrete ,660,Yes,SBrkr,1320,3,2007,Warranty Deed,Normal,162000
7750,Gilbert,Single Family,SFlat,8,Poured Concrete ,408,Yes,SBrkr,1419,3,2009,Warranty Deed,Normal,184100
7742,Sawyer,Single Family,1Story,5,Cinder Block,955,Yes,SBrkr,955,3,2007,Warranty Deed,Normal,127000
7740,OldTown,Single Family,2Story,4,Cinder Block,622,Yes,SBrkr,1363,3,2010,Warranty Deed,Normal,125500
7728,NAmes,Duplex,SFlat,5,Cinder Block,1106,Yes,SBrkr,1190,3,2006,Warranty Deed,Normal,132500
7700,NAmes,Single Family,2Story,6,Cinder Block,756,Yes,SBrkr,1839,4,2010,Warranty Deed,Normal,155000
7700,CollgCr,Single Family,1Story,5,Cinder Block,882,Yes,SBrkr,882,3,2007,Warranty Deed,Normal,112500
7685,Gilbert,Single Family,2Story,6,Poured Concrete ,697,Yes,SBrkr,1501,3,2006,Warranty Deed,Normal,165600
7681,Crawfor,Single Family,1.5Fin,5,Brick and Tile,731,Yes,SBrkr,1343,3,2009,Warranty Deed,Normal,154900
7677,NAmes,Single Family,1Story,5,Cinder Block,773,Yes,SBrkr,773,2,2008,Warranty Deed,Force Closure,110000
7658,NridgHt,Townhouse,1Story,9,Poured Concrete ,1752,Yes,SBrkr,1752,2,2010,Warranty Deed,Normal,319900
7642,Crawfor,Single Family,1.5Fin,7,Brick and Tile,912,Yes,SBrkr,1426,3,2007,Warranty Deed,Normal,189950
7630,OldTown,Two Family,2Story,5,Brick and Tile,360,Yes,SBrkr,1812,4,2010,Warranty Deed,Normal,140000
7599,Mitchel,Single Family,1Story,4,Cinder Block,845,Yes,SBrkr,845,2,2007,Warranty Deed,Normal,129500
7596,OldTown,Duplex,2Story,5,Cinder Block,960,Yes,SBrkr,1960,4,2009,Contract,Normal,124500
7590,NAmes,Single Family,2Story,6,Cinder Block,660,Yes,SBrkr,1348,3,2006,Warranty Deed,Normal,155000
7590,NAmes,Single Family,2Story,5,Cinder Block,864,Yes,SBrkr,1812,4,2007,Warranty Deed,Normal,169500
7588,Crawfor,Single Family,2Story,7,Brick and Tile,793,Yes,SBrkr,1802,4,2006,Warranty Deed,Normal,200100
7585,Edwards,Single Family,1.5Fin,5,Cinder Block,810,Yes,FuseA,1456,4,2006,Warranty Deed,Normal,91500
7577,NridgHt,Townhouse,1Story,6,Poured Concrete ,1362,Yes,SBrkr,1362,2,2007,Warranty Deed,Normal,194700
7560,NAmes,Single Family,1Story,5,Cinder Block,1029,Yes,SBrkr,1339,3,2009,Contract,Force Closure,139000
7560,NAmes,Single Family,1Story,5,Cinder Block,1040,Yes,FuseA,1040,3,2006,Warranty Deed,Normal,133700
7558,Crawfor,Single Family,1.5Fin,6,Brick and Tile,896,Yes,SBrkr,1913,3,2009,Warranty Deed,Normal,177000
7540,Mitchel,Single Family,SFoyer,6,Cinder Block,888,Yes,SBrkr,912,2,2007,Warranty Deed,Normal,156000
7535,NAmes,Single Family,1Story,5,Cinder Block,912,Yes,SBrkr,912,2,2007,Warranty Deed,Normal,120000
7500,SawyerW,Single Family,1Story,7,Poured Concrete ,1080,Yes,SBrkr,1080,3,2008,Warranty Deed,Normal,141000
7500,Somerst,Single Family,1Story,7,Poured Concrete ,1257,Yes,SBrkr,1266,3,2006,Warranty Deed,Normal,176000
7500,Sawyer,Single Family,1Story,5,Cinder Block,1040,Yes,SBrkr,1040,3,2010,Warranty Deed,Normal,133000
7500,Gilbert,Single Family,2Story,7,Poured Concrete ,994,Yes,SBrkr,1804,3,2010,Warranty Deed,Normal,189000
7500,IDOTRR,Single Family,1.5Fin,4,Cinder Block,698,Yes,FuseA,1128,2,2010,Contract,Force Closure,68400
7500,NAmes,Single Family,1Story,5,Cinder Block,1246,Yes,SBrkr,1246,3,2010,Warranty Deed,Normal,154000
7500,Crawfor,Single Family,2Story,6,Cinder Block,771,Yes,SBrkr,1494,3,2009,Warranty Deed,Normal,177500
7500,Somerst,Single Family,2Story,7,Poured Concrete ,814,Yes,SBrkr,1674,3,2010,Warranty Deed,Normal,216000
7500,Somerst,Single Family,1Story,7,Poured Concrete ,1221,Yes,SBrkr,1221,2,2009,Warranty Deed,Normal,185000
7472,NAmes,Single Family,2Story,7,Cinder Block,725,Yes,SBrkr,1479,4,2007,Warranty Deed,Normal,184000
7449,IDOTRR,Single Family,1.5Unf,7,Poured Concrete ,637,Yes,FuseF,1108,3,2007,Warranty Deed,Normal,139400
7446,Brookside,Single Family,1Story,4,Cinder Block,788,Yes,FuseA,788,2,2006,Warranty Deed,Force Closure,100000
7438,Brookside,Single Family,1.5Fin,5,Poured Concrete ,504,Yes,SBrkr,1252,3,2006,Warranty Deed,Normal,127000
7420,Brookside,Two Family,1.5Unf,5,Brick and Tile,991,Yes,SBrkr,1077,2,2008,Warranty Deed,Normal,118000
7420,Sawyer,Single Family,1Story,5,Cinder Block,1057,Yes,SBrkr,1057,3,2007,Warranty Deed,Normal,132000
7415,Gilbert,Single Family,2Story,6,Poured Concrete ,839,Yes,SBrkr,1593,3,2008,Warranty Deed,Normal,193000
7407,OldTown,Single Family,1Story,6,Cinder Block,912,Yes,FuseA,1236,2,2010,Warranty Deed,Normal,149700
7406,CollgCr,Single Family,1Story,7,Poured Concrete ,1199,Yes,SBrkr,1220,2,2006,New,Partial,194000
7399,Somerst,Single Family,2Story,7,Poured Concrete ,975,Yes,SBrkr,1950,3,2007,Warranty Deed,Normal,239000
7390,NAmes,Single Family,1Story,5,Cinder Block,1098,Yes,SBrkr,1098,3,2008,Warranty Deed,Normal,135000
7388,NAmes,Single Family,1Story,5,Cinder Block,1063,Yes,SBrkr,1327,3,2007,Warranty Deed,Normal,150750
7350,NAmes,Single Family,1Story,5,Cinder Block,952,Yes,SBrkr,952,2,2008,Contract,Force Closure,139000
7340,NAmes,Single Family,1Story,4,Cinder Block,858,Yes,SBrkr,858,2,2007,Warranty Deed,Normal,110000
7332,NAmes,Single Family,1Story,6,Cinder Block,864,Yes,SBrkr,864,2,2006,Warranty Deed,Force Closure,120000
7314,CollgCr,Single Family,1Story,7,Poured Concrete ,1232,Yes,SBrkr,1232,2,2009,Warranty Deed,Normal,194500
7313,NridgHt,Townhouse,1Story,9,Poured Concrete ,1561,Yes,SBrkr,1561,2,2007,Warranty Deed,Normal,277500
7301,Edwards,Single Family,SFoyer,7,Slab,0,Yes,SBrkr,1922,4,2009,Contract Low Down,Normal,198500
7264,Brookside,Single Family,1.5Fin,7,Brick and Tile,952,No,SBrkr,1548,3,2009,Warranty Deed,Normal,205000
7259,Crawfor,Single Family,2Story,6,Cinder Block,1028,Yes,SBrkr,2320,3,2007,Warranty Deed,Normal,259500
7252,Sawyer,Single Family,SFoyer,5,Cinder Block,858,Yes,SBrkr,858,2,2009,Warranty Deed,Normal,134900
7244,Mitchel,Single Family,SFoyer,5,Cinder Block,768,Yes,SBrkr,768,2,2007,Warranty Deed,Normal,129500
7227,NAmes,Single Family,1.5Unf,6,Cinder Block,832,Yes,SBrkr,832,2,2008,Warranty Deed,Normal,105500
7226,CollgCr,Single Family,2Story,7,Poured Concrete ,798,Yes,SBrkr,1640,3,2008,Warranty Deed,Normal,183000
7207,Brookside,Single Family,1Story,5,Cinder Block,858,Yes,SBrkr,858,2,2010,Warranty Deed,Normal,116500
7200,NAmes,Single Family,1Story,5,Cinder Block,900,Yes,SBrkr,900,3,2010,Warranty Deed,Normal,134800
7200,CollgCr,Single Family,1Story,5,Cinder Block,780,Yes,SBrkr,780,2,2008,Warranty Deed,Normal,124900
7200,IDOTRR,Single Family,2.5Unf,5,Brick and Tile,530,No,SBrkr,1111,3,2007,Warranty Deed,Normal,101000
7200,NAmes,Single Family,1Story,4,Slab,0,Yes,FuseA,1040,2,2006,Warranty Deed,Normal,109900
7200,OldTown,Two Family,2.5Unf,6,Brick and Tile,1214,No,SBrkr,2291,4,2007,Warranty Deed,Normal,133900
7200,NAmes,Single Family,1Story,5,Cinder Block,0,Yes,FuseF,1040,2,2006,Warranty Deed,Normal,109500
7200,Somerst,Single Family,1Story,6,Poured Concrete ,1262,Yes,SBrkr,1262,2,2006,New,Partial,185000
7200,Somerst,Single Family,1Story,7,Poured Concrete ,1293,Yes,SBrkr,1301,2,2006,New,Partial,187750
7200,Edwards,Single Family,SFlat,6,Cinder Block,1041,Yes,SBrkr,1125,3,2009,Warranty Deed,Force Closure,125000
7200,CollgCr,Single Family,1Story,5,Cinder Block,894,Yes,SBrkr,894,2,2009,Warranty Deed,Normal,123000
7200,SWISU,Single Family,2Story,7,Poured Concrete ,560,Yes,SBrkr,1135,3,2009,Warranty Deed,Normal,155000
7200,NAmes,Single Family,1Story,5,Slab,0,Yes,SBrkr,827,2,2010,Warranty Deed,Normal,107500
7200,NAmes,Single Family,1Story,5,Cinder Block,0,Yes,SBrkr,1048,3,2008,Warranty Deed,Normal,98300
7200,Crawfor,Single Family,2Story,7,Brick and Tile,776,Yes,SBrkr,1502,3,2008,Warranty Deed,Normal,149000
7200,SWISU,Single Family,1.5Fin,5,Brick and Tile,731,Yes,SBrkr,1768,3,2007,Warranty Deed,Normal,175000
7200,NAmes,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,864,3,2007,Warranty Deed,Normal,129000
7200,CollgCr,Single Family,SFoyer,5,Cinder Block,768,Yes,SBrkr,768,2,2009,Warranty Deed,Normal,133900
7200,OldTown,Single Family,1Story,5,Brick and Tile,1022,No,SBrkr,1022,2,2009,Warranty Deed,Normal,85000
7200,OldTown,Duplex,SFoyer,5,Cinder Block,936,Yes,SBrkr,936,2,2007,Warranty Deed,Normal,140000
7200,NAmes,Single Family,1Story,5,Cinder Block,876,Yes,SBrkr,988,3,2007,Warranty Deed,Normal,119000
7200,IDOTRR,Single Family,1.5Fin,5,Cinder Block,803,Yes,SBrkr,1360,2,2006,Warranty Deed,Normal,125500
7200,OldTown,Single Family,2Story,7,Brick and Tile,596,Yes,SBrkr,1762,4,2006,Warranty Deed,Normal,157000
7200,NAmes,Single Family,1.5Fin,5,Cinder Block,1208,Yes,FuseA,1904,3,2009,Warranty Deed,Normal,138000
7200,NAmes,Duplex,1Story,4,Slab,0,No,FuseF,1040,2,2009,Warranty Deed,Normal,90000
7200,OldTown,Single Family,1Story,5,Cinder Block,788,Yes,SBrkr,804,2,2010,Warranty Deed,Force Closure,119000
7180,CollgCr,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,864,3,2008,Warranty Deed,Normal,127000
7175,SawyerW,Townhouse,1Story,6,Cinder Block,744,Yes,SBrkr,752,2,2010,Warranty Deed,Normal,125000
7162,Sawyer,Single Family,1Story,5,Poured Concrete ,876,Yes,SBrkr,904,3,2008,Warranty Deed,Force Closure,109900
7153,SawyerW,Single Family,2Story,6,Poured Concrete ,761,Yes,SBrkr,1603,3,2006,Warranty Deed,Normal,175900
7153,SawyerW,Single Family,1Story,6,Cinder Block,1278,Yes,SBrkr,1294,3,2008,Warranty Deed,Normal,179200
7150,NAmes,Single Family,1Story,5,Cinder Block,892,Yes,SBrkr,892,3,2009,Warranty Deed,Normal,100000
7136,Crawfor,Duplex,2Story,6,Cinder Block,979,No,FuseF,1958,4,2007,Warranty Deed,Normal,145000
7134,NAmes,Single Family,SFlat,5,Cinder Block,384,Yes,SBrkr,1360,3,2007,Warranty Deed,Normal,130000
7128,Crawfor,Single Family,2.5Unf,7,Cinder Block,918,Yes,SBrkr,1646,4,2007,Warranty Deed,Normal,164000
7100,NAmes,Single Family,1Story,5,Cinder Block,816,Yes,FuseA,816,2,2006,Warranty Deed,Normal,129900
7094,Sawyer,Single Family,1Story,5,Cinder Block,894,Yes,SBrkr,894,3,2007,Warranty Deed,Normal,125000
7082,SWISU,Two Family,2Story,5,Poured Concrete ,686,Yes,SBrkr,1928,5,2006,Warranty Deed,Normal,160000
7064,Sawyer,Single Family,1Story,5,Cinder Block,980,Yes,SBrkr,980,3,2009,Warranty Deed,Normal,135000
7060,Mitchel,Duplex,SFoyer,7,Poured Concrete ,1344,Yes,SBrkr,1344,2,2008,Warranty Deed,Within Family,206300
7056,NAmes,Single Family,2Story,6,Cinder Block,780,Yes,SBrkr,1796,4,2008,Warranty Deed,Normal,140000
7052,NridgHt,Townhouse,1Story,7,Poured Concrete ,1364,Yes,SBrkr,1364,2,2006,Warranty Deed,Normal,185850
7050,Somerst,Single Family,2Story,7,Poured Concrete ,1057,Yes,SBrkr,1929,3,2007,Warranty Deed,Normal,226000
7032,NAmes,Duplex,SFoyer,5,Cinder Block,943,Yes,SBrkr,943,2,2006,Warranty Deed,Normal,135960
7024,Edwards,Single Family,1Story,5,Poured Concrete ,1090,Yes,SBrkr,1090,2,2007,Warranty Deed,Normal,157000
7024,Edwards,Single Family,1Story,4,Poured Concrete ,1132,Yes,SBrkr,1132,2,2008,Warranty Deed,Normal,176000
7018,SawyerW,Duplex,1Story,5,Slab,0,Yes,SBrkr,1535,4,2009,Warranty Deed,Within Family,118964
7018,SawyerW,Duplex,SFoyer,5,Cinder Block,1086,Yes,SBrkr,1224,2,2009,Warranty Deed,Within Family,153337
7018,SawyerW,Duplex,1Story,5,Slab,0,Yes,SBrkr,1535,4,2009,Warranty Deed,Within Family,118858
7018,SawyerW,Duplex,2Story,5,Slab,0,Yes,SBrkr,2240,6,2009,Warranty Deed,Within Family,142953
7015,Brookside,Single Family,1.5Fin,5,Cinder Block,709,Yes,SBrkr,1203,3,2009,Warranty Deed,Normal,110000
7000,OldTown,Single Family,1.5Fin,6,Brick and Tile,617,Yes,SBrkr,1310,2,2006,Contract,Normal,112000
7000,Edwards,Two Family,2Story,5,Cinder Block,1117,Yes,SBrkr,1347,3,2008,Warranty Deed,Normal,107500
7000,CollgCr,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,864,3,2009,Warranty Deed,Normal,136500
7000,NAmes,Single Family,1Story,5,Cinder Block,1010,Yes,SBrkr,1134,2,2007,Warranty Deed,Within Family,135000
6993,Sawyer,Single Family,1Story,5,Cinder Block,912,Yes,SBrkr,1236,3,2006,Warranty Deed,Normal,135000
6979,OldTown,Duplex,SFoyer,6,Cinder Block,1056,Yes,SBrkr,1056,0,2010,Warranty Deed,Normal,144000
6970,Sawyer,Single Family,1Story,4,Cinder Block,1040,Yes,SBrkr,1120,3,2007,Warranty Deed,Normal,129000
6960,NAmes,Single Family,1Story,4,Cinder Block,864,Yes,SBrkr,864,3,2009,Warranty Deed,Normal,120500
6955,NridgHt,Townhouse,1Story,7,Poured Concrete ,1368,Yes,SBrkr,1368,2,2006,New,Partial,202500
6951,Mitchel,Single Family,1Story,5,Cinder Block,876,Yes,SBrkr,923,3,2008,Warranty Deed,Normal,119500
6931,Edwards,Single Family,2Story,7,Poured Concrete ,746,Yes,SBrkr,1656,3,2008,Warranty Deed,Normal,165400
6930,Clear Creek,Single Family,SFlat,5,Cinder Block,1062,Yes,FuseF,1352,3,2006,Warranty Deed,Force Closure,130000
6911,Brookside,Single Family,1Story,5,Poured Concrete ,1145,Yes,SBrkr,1301,2,2009,Warranty Deed,Normal,100000
6900,IDOTRR,Single Family,1Story,5,Cinder Block,740,Yes,SBrkr,778,2,2008,Warranty Deed,Normal,120500
6897,Sawyer,Single Family,1Story,5,Cinder Block,1040,Yes,SBrkr,1040,3,2010,Warranty Deed,Normal,127000
6882,IDOTRR,Single Family,2Story,6,Poured Concrete ,684,Yes,SBrkr,1355,3,2007,Warranty Deed,Normal,127000
6858,SWISU,Single Family,2Story,6,Poured Concrete ,806,No,FuseF,1647,4,2010,Warranty Deed,Normal,128000
6853,Timber,Single Family,1Story,8,Poured Concrete ,1267,Yes,SBrkr,1296,2,2009,Warranty Deed,Normal,220000
6820,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1488,Yes,SBrkr,1502,1,2010,Warranty Deed,Normal,212000
6792,NridgHt,Townhouse,1Story,7,Poured Concrete ,1368,Yes,SBrkr,1368,2,2006,New,Partial,202665
6780,IDOTRR,Two Family,1.5Fin,6,Cinder Block,520,No,SBrkr,754,2,2006,Warranty Deed,Normal,84500
6768,Sawyer,Single Family,1Story,6,Cinder Block,912,Yes,SBrkr,912,3,2008,Warranty Deed,Normal,142000
6762,CollgCr,Single Family,1Story,7,Poured Concrete ,1208,Yes,SBrkr,1208,2,2007,New,Partial,195400
6762,CollgCr,Single Family,1Story,7,Poured Concrete ,1187,Yes,SBrkr,1208,2,2010,Warranty Deed,Normal,206000
6762,CollgCr,Single Family,1Story,7,Poured Concrete ,1286,Yes,SBrkr,1294,2,2006,New,Partial,193879
6629,Edwards,Single Family,2Story,6,Brick and Tile,672,No,SBrkr,1369,3,2009,Warranty Deed,Normal,103600
6627,Brookside,Single Family,1Story,3,Cinder Block,0,No,SBrkr,720,2,2008,Warranty Deed,Normal,72500
6600,Mitchel,Single Family,1Story,5,Poured Concrete ,816,Yes,SBrkr,816,2,2008,Warranty Deed,Normal,138000
6600,NAmes,Single Family,1Story,5,Cinder Block,894,No,SBrkr,894,2,2009,Warranty Deed,Normal,109500
6600,OldTown,Single Family,2Story,5,Stone,994,No,SBrkr,2372,4,2009,Warranty Deed,Normal,107500
6600,Mitchel,Single Family,1Story,5,Cinder Block,816,Yes,SBrkr,816,3,2008,Warranty Deed,Normal,130500
6563,Stony Brook,Single Family,1Story,8,Poured Concrete ,1742,Yes,SBrkr,1742,2,2006,Warranty Deed,Normal,275000
6442,NridgHt,Townhouse,1Story,8,Poured Concrete ,1370,Yes,SBrkr,1370,2,2007,Warranty Deed,Normal,202500
6435,Brookside,Single Family,1.5Fin,6,Brick and Tile,972,Yes,SBrkr,1577,3,2006,Warranty Deed,Normal,140200
6420,Edwards,Single Family,1Story,5,Poured Concrete ,980,Yes,FuseA,1148,2,2006,Warranty Deed,Normal,123500
6402,IDOTRR,Single Family,2Story,5,Poured Concrete ,596,No,SBrkr,1192,3,2009,Warranty Deed,Normal,78000
6380,Brookside,Single Family,1.5Unf,5,Brick and Tile,993,Yes,FuseA,1048,2,2006,Warranty Deed,Normal,113000
6371,NridgHt,Townhouse,1Story,7,Poured Concrete ,1358,Yes,SBrkr,1358,2,2010,New,Partial,224000
6342,Sawyer,Single Family,1.5Fin,5,Cinder Block,780,No,SBrkr,1020,2,2010,Warranty Deed,Normal,94000
6324,Brookside,Single Family,1Story,4,Brick and Tile,520,No,SBrkr,520,1,2008,Warranty Deed,Normal,68500
6305,Crawfor,Single Family,1Story,5,Poured Concrete ,920,Yes,SBrkr,954,2,2007,Warranty Deed,Normal,119750
6300,OldTown,Single Family,2.5Unf,6,Cinder Block,742,Yes,SBrkr,1484,3,2008,Warranty Deed,Normal,128000
6292,SWISU,Single Family,1.5Fin,7,Brick and Tile,861,Yes,SBrkr,1477,3,2009,Warranty Deed,Normal,145000
6292,SWISU,Single Family,1Story,6,Brick and Tile,768,No,SBrkr,790,2,2008,Warranty Deed,Normal,91000
6270,Crawfor,Duplex,2Story,5,Cinder Block,1001,No,FuseA,2002,4,2007,Warranty Deed,Normal,145000
6240,Brookside,Single Family,1.5Fin,6,Poured Concrete ,816,Yes,SBrkr,1176,3,2006,Warranty Deed,Normal,114500
6240,Brookside,Single Family,1.5Fin,5,Brick and Tile,896,Yes,FuseA,1344,3,2006,Warranty Deed,Normal,115000
6240,Brookside,Single Family,1.5Fin,5,Poured Concrete ,1078,Yes,SBrkr,1573,3,2008,Warranty Deed,Normal,162900
6240,NridgHt,Townhouse,1Story,8,Poured Concrete ,1324,Yes,SBrkr,1324,2,2009,Warranty Deed,Normal,254000
